-22.411359624552475,0
-19.357260790575253,0
-17.281893250368714,0
-19.884322507959773,0
-19.168114607360984,0
-13.38703865797439,0
-19.109341385794593,0
-21.116855972984922,0
-20.78091751034547,0
-19.66478853163012,0
-18.15968487645912,0
-20.746719933171214,0
-18.45670743914124,0
-10.52065924374702,0
25.645958477116142,0
303.2857290743015,0
660.9920050663485,0
527.2607457426527,0
106.87697422944643,0
-329.5721866937463,0
-630.3070576256138,0
-677.9549370453801,0
-500.706572474185,0
-220.5853864579949,0
44.146899731464316,0
248.71938196202458,0
346.70173911208144,0
365.19893727899375,0
339.8302768603528,0
303.02379782806247,0
264.738142331811,0
225.56089577867863,0
177.11778460229823,0
103.45499667368833,0
-9.789553993020775,0
-127.27495365668209,0
-229.5127442932802,0
-281.6663935865193,0
-305.07353115260884,0
-278.75642259814634,0
-225.80512139612438,0
-148.4181860962147,0
-82.87885600041017,0
-18.448596759436754,0
35.71948688992098,0
78.6728920675021,0
96.79938378578545,0
108.2669660456921,0
110.16766715066285,0
115.7676701906697,0
107.72243000468764,0
102.03380673649009,0
86.2299612778137,0
75.3313816697461,0
62.70476813424621,0
37.250386617833215,0
14.189180679176587,0
-1.80874437014781,0
-28.874194045979657,0
-57.24421856624046,0
-73.66997557425185,0
-89.27985102918196,0
-104.46517314424996,0
-114.7465565908834,0
-123.05624077708819,0
-130.95676162144042,0
-144.09810513608704,0
-154.48271951530734,0
-163.67479417310088,0
-170.11851331392094,0
-180.2479555377743,0
-186.06883633193019,0
-190.31738034012895,0
-190.8541891594829,0
-199.37485822819272,0
-210.603262292555,0
-222.58585051110387,0
-231.03561121838138,0
-240.0507340875139,0
-241.4486890024167,0
-240.5049919853937,0
-233.7183014092052,0
-220.71133622289918,0
-209.48383004990572,0
-189.51315461942403,0
-161.9864527281642,0
-129.64674378461424,0
-107.50344710429295,0
-83.26312892219082,0
-56.73542089915179,0
-24.61360852352483,0
0.0392491488504092,0
15.680397538446522,0
19.99113236090354,0
25.65689653605571,0
30.921689277363885,0
41.04584180589732,0
54.26602576100284,0
71.74454595709861,0
89.57658416096392,0
107.56662176144043,0
127.27271914031002,0
147.91213092078908,0
164.61303975081148,0
189.655876079716,0
213.4782308541791,0
238.61506211929674,0
263.50531602869364,0
285.42243685326355,0
311.19058546417006,0
325.99729579643645,0
340.77417235590633,0
346.17116815696494,0
354.4801586789312,0
360.2408674236996,0
360.53679212950885,0
359.0805975509448,0
361.914732460432,0
356.1737905601659,0
349.6676589003539,0
341.81365388550125,0
335.1470444737548,0
324.0163601537369,0
298.49643891522487,0
269.7208468736759,0
245.87790694829386,0
214.8800162692682,0
180.83292106199286,0
156.01519875509948,0
135.92727046674122,0
118.22171960628938,0
106.98430250677214,0
103.75987390903973,0
104.44096927107702,0
97.33167243409264,0
87.51299283370184,0
78.49693806671483,0
61.516015686072066,0
41.45679258071617,0
16.96213304445017,0
-9.231550829911548,0
-36.3415410118609,0
-63.00237830441406,0
-98.76004622960494,0
-128.0118816119838,0
-145.70686094359243,0
-163.3621975294983,0
-179.61447790437728,0
-185.11651072744695,0
-188.65669381180598,0
-186.73289108343945,0
-179.9410104916015,0
-177.25194057027278,0
-161.32033832503626,0
-155.74431012702374,0
-149.00930523324837,0
-139.9490504829007,0
-134.60716284532725,0
-121.0933797697499,0
-111.11262992758401,0
-100.1772804213324,0
-83.61428816599786,0
-66.69497923630342,0
-57.40678984965567,0
-47.35757590782934,0
-37.91254890008717,0
-32.96640912112634,0
-32.7045819766095,0
-29.13067181710607,0
-22.251649036064954,0
-21.03508435156367,0
-16.703348397913445,0
-10.042180131919316,0
-10.017105344793453,0
-8.627638278327115,0
-11.915344454070382,0
-15.974553136978725,0
-11.45347810524568,0
-5.967151905397582,0
-10.621001532284264,0
-3.1871014020184845,0
-2.5859890627594,0
-2.7647259196955907,0
-8.78640996011068,0
-7.39272229713027,0
-6.975441119772914,0
-7.337762640967925,0
-9.646866961055574,0
-10.976776496154047,0
-12.30355626770073,0
